frame_no,nose.x,nose.y,nose.prob,l.eye.x,l.eye.y,l.eye.prob,r.eye.x,r.eye.y,r.eye.prob,l.ear.x,l.ear.y,l.ear.prob,r.ear.x,r.ear.y,r.ear.prob,l.shoulder.x,l.shoulder.y,l.shoulder.prob,r.shoulder.x,r.shoulder.y,r.shoulder.prob,l.elbow.x,l.elbow.y,l.elbow.prob,r.elbow.x,r.elbow.y,r.elbow.prob,l.wrist.x,l.wrist.y,l.wrist.prob,r.wrist.x,r.wrist.y,r.wrist.prob,l.hip.x,l.hip.y,l.hip.prob,r.hip.x,r.hip.y,r.hip.prob,l.knee.x,l.knee.y,l.knee.prob,r.knee.x,r.knee.y,r.knee.prob,l.ankle.x,l.ankle.y,l.ankle.prob,r.ankle.x,r.ankle.y,r.ankle.prob
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,301.511287689209,394.4069480895996,0.8695259094238281,330.49755096435547,363.7530040740967,0.8815216422080994,264.69823837280273,362.5169563293457,0.8688639998435974,356.2217712402344,378.7635040283203,0.3448760211467743,210.4066276550293,376.07142448425293,0.9447752833366394,370.4774475097656,544.288444519043,0.0010000000474974513,121.1617660522461,507.5287055969238,0.0010000000474974513,369.3088150024414,571.8028450012207,0.000840267981402576,70.00814914703369,581.576042175293,0.0010000000474974513,369.3088150024414,571.8028450012207,9.999999747378752e-06,119.89975929260254,495.7994270324707,0.00010345612827222794,370.4774475097656,544.288444519043,9.999999747378752e-06,121.07603073120117,706.1591148376465,0.0010000000474974513,370.4774475097656,544.288444519043,9.999999747378752e-06,121.07603073120117,706.1591148376465,9.999999747378752e-06,370.4774475097656,544.288444519043,9.999999747378752e-06,121.07603073120117,706.1591148376465,9.999999747378752e-06
3,282.69914627075195,378.1894111633301,0.9274354577064514,309.8724555969238,348.7272262573242,0.971720278263092,245.82504272460938,352.1418285369873,0.9056817889213562,338.07701110839844,367.00404167175293,0.6738129258155823,195.99782943725586,373.3689308166504,0.9050346612930298,374.19437408447266,535.708065032959,0.0010000000474974513,113.96894454956055,505.5429267883301,0.0010000000474974513,419.1471481323242,580.982608795166,0.0010000000474974513,75.66533088684082,578.4333801269531,0.0010000000474974513,419.1471481323242,580.982608795166,9.999999747378752e-06,130.4996681213379,489.2584991455078,0.0001297245325986296,270.7518005371094,655.0219345092773,0.0007756494451314211,131.4721393585205,718.513011932373,0.0010000000474974513,270.7518005371094,655.0219345092773,9.999999747378752e-06,131.4721393585205,718.513011932373,9.999999747378752e-06,270.7518005371094,655.0219345092773,9.999999747378752e-06,131.4721393585205,718.513011932373,9.999999747378752e-06
4,291.1427307128906,357.9095649719238,0.9086000919342041,315.78088760375977,334.17162895202637,0.9630426168441772,259.5214653015137,330.0669765472412,0.8569782972335815,336.0649871826172,350.9502983093262,0.0010000000474974513,206.97376251220703,347.8234004974365,0.7965988516807556,372.27100372314453,483.544864654541,0.0010000000474974513,113.8729476928711,499.0422248840332,0.0010000000474974513,449.8351287841797,588.4290504455566,0.0010000000474974513,55.914082527160645,592.2820472717285,0.0010000000474974513,392.7050018310547,492.19905853271484,0.00013216771185398102,89.0682601928711,471.0069179534912,0.00010920794738922268,333.1980514526367,744.5633697509766,0.0010000000474974513,125.32395362854004,736.2625694274902,0.0010000000474974513,333.1980514526367,744.5633697509766,9.999999747378752e-06,125.32395362854004,736.2625694274902,9.999999747378752e-06,333.1980514526367,744.5633697509766,9.999999747378752e-06,125.32395362854004,736.2625694274902,9.999999747378752e-06
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,235.4661750793457,110.20347833633423,0.9500910639762878,270.3549575805664,105.07239818572998,1.020925760269165,222.21660614013672,65.22109508514404,0.9357982873916626,271.0907554626465,136.27684593200684,0.0010000000474974513,154.64869499206543,47.33543872833252,0.8722518682479858,177.44140625,269.7329807281494,0.0010000000474974513,-36.50016784667969,148.46646308898926,0.0010000000474974513,110.28118133544922,496.2135314941406,0.0010000000474974513,-13.287186622619629,304.4819927215576,0.0010000000474974513,110.28118133544922,496.2135314941406,9.999999747378752e-06,41.66699409484863,411.99883460998535,0.0009167109965346754,-158.19168090820312,499.03696060180664,0.0010000000474974513,-101.93390846252441,529.1174697875977,0.0010000000474974513,-158.19168090820312,499.03696060180664,9.999999747378752e-06,-101.93390846252441,529.1174697875977,9.999999747378752e-06,-158.19168090820312,499.03696060180664,9.999999747378752e-06,-101.93390846252441,529.1174697875977,9.999999747378752e-06
8,220.52051544189453,103.75837326049805,0.9485580325126648,250.76976776123047,92.05091714859009,0.8674324154853821,203.7151336669922,58.333786725997925,0.8352056741714478,256.8074417114258,119.55290079116821,0.0010000000474974513,133.58891487121582,41.9612181186676,0.8277878761291504,161.71085357666016,272.0657730102539,0.0010000000474974513,-59.1156005859375,167.84870624542236,0.0010000000474974513,127.35662460327148,432.6390838623047,0.0010000000474974513,1.4095985889434814,365.95404624938965,0.0010000000474974513,64.62326526641846,555.6283378601074,0.0010000000474974513,30.550506114959717,498.0887031555176,0.00033714438905008137,-97.56935119628906,526.7259407043457,0.0010000000474974513,-100.433349609375,524.5980262756348,0.0010000000474974513,-97.56935119628906,526.7259407043457,9.999999747378752e-06,-100.433349609375,524.5980262756348,9.999999747378752e-06,-97.56935119628906,526.7259407043457,9.999999747378752e-06,-100.433349609375,524.5980262756348,9.999999747378752e-06
9,224.69316482543945,106.00176572799683,0.9243523478507996,261.13718032836914,96.1762547492981,1.0086663961410522,210.4759979248047,56.437329053878784,0.941007673740387,266.7597198486328,122.28358268737793,0.0010000000474974513,139.25543785095215,35.08480668067932,0.8441759347915649,175.15438079833984,249.70069885253906,0.0010000000474974513,-37.13069200515747,152.26238250732422,0.0010000000474974513,86.7294692993164,498.1372833251953,0.0010000000474974513,19.68250274658203,389.0530014038086,0.0010000000474974513,75.8965539932251,501.54951095581055,0.0010000000474974513,52.94661045074463,446.2492275238037,0.0008497891249135137,-117.19141006469727,475.7672882080078,0.0010000000474974513,-49.08364772796631,507.209529876709,0.0010000000474974513,-117.19141006469727,475.7672882080078,9.999999747378752e-06,-49.08364772796631,507.209529876709,9.999999747378752e-06,-117.19141006469727,475.7672882080078,9.999999747378752e-06,-49.08364772796631,507.209529876709,9.999999747378752e-06
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,209.93242263793945,85.94011545181274,0.9270708560943604,246.97870254516602,74.86453056335449,0.9704561829566956,195.4770278930664,36.71241760253906,0.8501376509666443,259.4978141784668,94.6975564956665,0.0010000000474974513,121.13985061645508,-9.996381103992462,0.0010000000474974513,162.66424179077148,253.97289276123047,0.0010000000474974513,-68.74579906463623,151.37945652008057,0.0010000000474974513,96.62650108337402,482.1922302246094,0.0010000000474974513,11.548259258270264,345.9293746948242,0.0010000000474974513,134.18066024780273,494.98191833496094,0.00022709506447426975,19.260690212249756,455.60351371765137,0.000607412017416209,-165.5666160583496,507.6101303100586,0.0010000000474974513,-131.17427825927734,491.65666580200195,0.0010000000474974513,-165.5666160583496,507.6101303100586,9.999999747378752e-06,-131.17427825927734,491.65666580200195,9.999999747378752e-06,-165.5666160583496,507.6101303100586,9.999999747378752e-06,-131.17427825927734,491.65666580200195,9.999999747378752e-06
12,218.08343887329102,181.10913276672363,0.4936697483062744,231.12604141235352,170.56989669799805,0.6078810095787048,203.71368408203125,167.74668216705322,0.475311279296875,240.98419189453125,179.27693367004395,0.0010000000474974513,178.40391159057617,174.41855907440186,0.40096837282180786,259.02713775634766,248.83169174194336,0.23086987435817719,146.2928295135498,251.75179481506348,0.2235233038663864,306.5096855163574,300.6513977050781,0.0010000000474974513,128.4687900543213,296.45453453063965,0.0010000000474974513,291.40380859375,248.55737686157227,0.0010000000474974513,155.7429313659668,238.3789587020874,0.0010000000474974513,245.18587112426758,457.8478145599365,0.0010000000474974513,172.5069808959961,434.9911880493164,0.0010000000474974513,268.9414405822754,552.4077987670898,0.0010000000474974513,179.20543670654297,569.4233322143555,0.0010000000474974513,268.9414405822754,552.4077987670898,9.999999747378752e-06,179.20543670654297,569.4233322143555,9.999999747378752e-06
13,316.4980697631836,19.988091588020325,0.7549853324890137,333.7657928466797,5.163868814706802,0.6784693598747253,301.8260192871094,6.312245428562164,0.7251652479171753,361.4750671386719,18.254985809326172,0.7470194697380066,285.5373954772949,20.90647280216217,0.5812321305274963,380.2326965332031,82.09132432937622,0.9000957012176514,257.2434616088867,94.83532905578613,0.8850754499435425,444.0656280517578,83.27054500579834,1.0253974199295044,165.43142318725586,93.51350784301758,0.8118600845336914,400.8638381958008,1.652294397354126,0.5611785054206848,232.00603485107422,37.79031157493591,0.7791345119476318,378.25347900390625,273.4996032714844,0.6626095175743103,278.8786506652832,287.36183166503906,0.5306556820869446,376.03607177734375,498.98998260498047,0.0010000000474974513,271.3140869140625,549.8610877990723,0.0010000000474974513,376.03607177734375,498.98998260498047,9.999999747378752e-06,271.3140869140625,549.8610877990723,9.999999747378752e-06
